distance,troughput,server_troughput,calculation_start_after_app,runtime,total_packet_count_received,signal_mean,noise,signal_varianz
410,74.988,74.9893,0,37,239186,-39,-90,0
411,74.988,74.9893,0,37,239186,-39,-90,0
412,74.988,74.9893,0,37,239186,-39,-90,0
413,74.988,74.9893,0,37,239186,-39,-90,0
414,74.988,74.9893,0,37,239186,-39,-90,0
415,74.988,74.9893,0,37,239186,-39,-90,0
416,74.988,74.9893,0,37,239186,-39,-90,0
417,74.988,74.9893,0,37,239186,-39,-90,0
418,74.988,74.9893,0,37,239186,-39,-90,0
419,74.988,74.9893,0,37,239186,-39,-90,0
420,74.988,74.9893,0,37,239186,-39,-90,0
421,74.988,74.9893,0,37,239186,-39,-90,0
422,74.988,74.9893,0,37,239186,-39,-90,0
423,74.988,74.9893,0,37,239186,-39,-90,0
424,74.988,74.9893,0,37,239186,-39,-90,0
425,74.988,74.9893,0,37,239186,-39,-90,0
426,74.988,74.9893,0,37,239186,-39,-90,0
427,74.988,74.9893,0,37,239186,-39,-90,0
428,74.988,74.9893,0,37,239186,-39,-90,0
429,74.988,74.9893,0,37,239186,-39,-90,0
430,74.988,74.9893,0,37,239186,-39,-90,0
431,74.988,74.9893,0,37,239186,-39,-90,0
432,74.988,74.9893,0,37,239186,-39,-90,0
433,74.988,74.9893,0,37,239186,-39,-90,0
434,74.988,74.9893,0,37,239186,-39,-90,0
435,74.988,74.9893,0,37,239186,-39,-90,0
436,74.988,74.9893,0,37,239186,-39,-90,0
437,74.988,74.9893,0,37,239186,-39,-90,0
438,74.988,74.9893,0,37,239186,-39,-90,0
439,74.988,74.9893,0,37,239186,-39,-90,0
440,74.988,74.9893,0,37,239186,-39,-90,0
441,74.988,74.9893,0,37,239186,-39,-90,0
442,74.988,74.9893,0,37,239186,-39,-90,0
443,74.988,74.9893,0,37,239186,-39,-90,0
444,74.988,74.9893,0,37,239186,-39,-90,0
445,74.988,74.9893,0,37,239186,-39,-90,0
446,74.988,74.9893,0,37,239186,-39,-90,0
447,74.988,74.9893,0,37,239186,-39,-90,0
448,74.988,74.9893,0,37,239186,-39,-90,0
449,74.988,74.9893,0,37,239186,-39,-90,0
450,74.988,74.9893,0,37,239186,-39,-90,0
451,74.988,74.9893,0,37,239186,-39,-90,0
452,74.988,74.9893,0,37,239186,-39,-90,0
453,74.988,74.9893,0,37,239186,-39,-90,0
454,74.988,74.9893,0,37,239186,-39,-90,0
455,74.988,74.9893,0,37,239186,-39,-90,0
456,74.988,74.9893,0,37,239186,-39,-90,0
457,74.988,74.9893,0,37,239186,-39,-90,0
458,74.988,74.9893,0,37,239186,-39,-90,0
459,74.988,74.9893,0,37,239186,-39,-90,0
460,74.988,74.9893,0,37,239186,-39,-90,0
461,74.988,74.9893,0,37,239186,-39,-90,0
462,74.988,74.9893,0,37,239186,-39,-90,0
463,74.988,74.9893,0,37,239186,-39,-90,0
464,74.988,74.9893,0,37,239186,-39,-90,0
465,74.988,74.9893,0,37,239186,-39,-90,0
466,74.988,74.9893,0,37,239186,-39,-90,0
467,74.988,74.9893,0,37,239186,-39,-90,0
468,74.988,74.9893,0,37,239186,-39,-90,0
469,74.988,74.9893,0,37,239186,-39,-90,0
470,74.988,74.9893,0,37,239186,-39,-90,0
471,74.988,74.9893,0,37,239186,-39,-90,0
472,74.988,74.9893,0,37,239186,-39,-90,0
473,74.988,74.9893,0,37,239186,-39,-90,0
474,74.988,74.9893,0,37,239186,-39,-90,0
475,74.988,74.9893,0,37,239186,-39,-90,0
476,74.988,74.9893,0,37,239186,-39,-90,0
477,74.988,74.9893,0,37,239186,-39,-90,0
478,74.988,74.9893,0,37,239186,-39,-90,0
479,74.988,74.9893,0,37,239186,-39,-90,0
480,74.988,74.9893,0,37,239186,-39,-90,0
481,74.988,74.9893,0,37,239186,-39,-90,0
482,74.988,74.9893,0,37,239186,-39,-90,0
483,74.988,74.9893,0,37,239186,-39,-90,0
484,74.988,74.9893,0,37,239186,-39,-90,0
485,74.988,74.9893,0,37,239186,-39,-90,0
486,74.988,74.9893,0,37,239186,-39,-90,0
487,74.988,74.9893,0,37,239186,-39,-90,0
488,74.988,74.9893,0,37,239186,-39,-90,0
489,74.988,74.9893,0,37,239186,-39,-90,0
490,74.988,74.9893,0,37,239186,-39,-90,0
491,74.988,74.9893,0,37,239186,-39,-90,0
492,74.988,74.9893,0,37,239186,-39,-90,0
493,74.988,74.9893,0,37,239186,-39,-90,0
494,74.988,74.9893,0,37,239186,-39,-90,0
495,74.988,74.9893,0,37,239186,-39,-90,0
496,74.988,74.9893,0,37,239186,-39,-90,0
497,74.988,74.9893,0,37,239186,-39,-90,0
498,74.988,74.9893,0,37,239186,-39,-90,0
499,74.988,74.9893,0,37,239186,-39,-90,0
500,74.988,74.9893,0,37,239186,-39,-90,0
501,74.988,74.9893,0,37,239186,-39,-90,0
502,74.988,74.9893,0,37,239186,-39,-90,0
503,74.988,74.9893,0,37,239186,-39,-90,0
504,74.988,74.9893,0,37,239186,-39,-90,0
505,74.988,74.9893,0,37,239186,-39,-90,0
506,74.988,74.9893,0,37,239186,-39,-90,0
507,74.988,74.9893,0,37,239186,-39,-90,0
508,74.988,74.9893,0,37,239186,-39,-90,0
509,74.988,74.9893,0,37,239186,-39,-90,0
510,74.988,74.9893,0,37,239186,-39,-90,0
511,74.988,74.9893,0,37,239186,-39,-90,0
512,74.988,74.9893,0,37,239186,-39,-90,0
513,74.988,74.9893,0,37,239186,-39,-90,0
514,74.988,74.9893,0,37,239186,-39,-90,0
515,74.988,74.9893,0,37,239186,-39,-90,0
516,74.988,74.9893,0,37,239186,-39,-90,0
517,74.988,74.9893,0,37,239186,-39,-90,0
518,74.988,74.9893,0,37,239186,-39,-90,0
519,74.988,74.9893,0,37,239186,-39,-90,0
520,74.988,74.9893,0,37,239186,-39,-90,0
521,74.988,74.9893,0,37,239186,-39,-90,0
522,74.988,74.9893,0,37,239186,-39,-90,0
523,74.988,74.9893,0,37,239186,-39,-90,0
524,74.988,74.9893,0,37,239186,-39,-90,0
525,74.988,74.9893,0,37,239186,-39,-90,0
526,74.988,74.9893,0,37,239186,-39,-90,0
527,74.988,74.9893,0,37,239186,-39,-90,0
528,74.988,74.9893,0,37,239186,-39,-90,0
529,74.988,74.9893,0,37,239186,-39,-90,0
530,74.988,74.9893,0,37,239186,-39,-90,0
531,74.988,74.9893,0,37,239186,-39,-90,0
532,74.988,74.9893,0,37,239186,-39,-90,0
