distance,troughput,server_troughput,calculation_start_after_app,runtime,total_packet_count_received,signal_mean, noise,signal_varianz
1,74.9858,74.9858,0,37,239179,9,-90,0
2,74.9858,74.9858,0,37,239179,9,-90,0
3,74.9858,74.9858,0,37,239179,9,-90,0
4,74.9858,74.9858,0,37,239179,9,-90,0
5,74.9858,74.9858,0,37,239179,9,-90,0
6,74.9858,74.9858,0,37,239179,9,-90,0
7,74.9858,74.9858,0,37,239179,9,-90,0
8,74.9858,74.9858,0,37,239179,9,-90,0
9,74.9858,74.9858,0,37,239179,9,-90,0
10,74.9858,74.9858,0,37,239179,9,-90,0
11,74.9858,74.9858,0,37,239179,9,-90,0
12,74.9858,74.9858,0,37,239179,9,-90,0
13,74.9858,74.9858,0,37,239179,9,-90,0
14,74.9858,74.9858,0,37,239179,9,-90,0
15,74.9858,74.9858,0,37,239179,9,-90,0
16,74.9858,74.9858,0,37,239179,9,-90,0
17,74.9858,74.9858,0,37,239179,9,-90,0
18,74.9858,74.9858,0,37,239179,9,-90,0
19,74.9858,74.9858,0,37,239179,9,-90,0
20,74.9858,74.9858,0,37,239179,9,-90,0
21,74.9858,74.9858,0,37,239179,9,-90,0
22,74.9858,74.9858,0,37,239179,9,-90,0
23,74.9858,74.9858,0,37,239179,9,-90,0
24,74.9858,74.9858,0,37,239179,9,-90,0
25,74.9858,74.9858,0,37,239179,9,-90,0
26,74.9858,74.9858,0,37,239179,9,-90,0
27,74.9858,74.9858,0,37,239179,9,-90,0
28,74.9858,74.9858,0,37,239179,9,-90,0
29,74.9858,74.9858,0,37,239179,9,-90,0
30,74.9858,74.9858,0,37,239179,9,-90,0
31,74.9858,74.9858,0,37,239179,9,-90,0
32,74.9858,74.9858,0,37,239179,9,-90,0
33,74.9858,74.9858,0,37,239179,9,-90,0
34,74.9858,74.9858,0,37,239179,9,-90,0
35,74.9858,74.9858,0,37,239179,9,-90,0
36,74.9858,74.9858,0,37,239179,9,-90,0
37,74.9858,74.9858,0,37,239179,9,-90,0
38,74.9858,74.9858,0,37,239179,9,-90,0
39,74.9858,74.9858,0,37,239179,9,-90,0
40,74.9858,74.9858,0,37,239179,9,-90,0
41,74.9858,74.9858,0,37,239179,9,-90,0
42,74.9858,74.9858,0,37,239179,9,-90,0
43,74.9858,74.9858,0,37,239179,9,-90,0
44,74.9858,74.9858,0,37,239179,9,-90,0
45,74.9858,74.9858,0,37,239179,9,-90,0
46,74.9858,74.9858,0,37,239179,9,-90,0
47,74.9858,74.9858,0,37,239179,9,-90,0
48,74.9858,74.9858,0,37,239179,9,-90,0
49,74.9858,74.9858,0,37,239179,9,-90,0
