distance,troughput,server_troughput,calculation_start_after_app,runtime,total_packet_count_received,signal_mean,noise,signal_varianz
153,61.1767,64.1303,0,27,142394,-78.3778,-90,0
154,60.1546,63.0589,0,27,140015,-78.4343,-90,0
155,58.4747,61.298,0,27,136105,-78.4906,-90,0
156,55.7187,58.409,0,27,129690,-78.5464,-90,0
157,53.1456,55.7117,0,27,123701,-78.6019,-90,0
158,50.9764,53.4378,0,27,118652,-78.6571,-90,0
159,51.6183,54.1105,0,27,120146,-78.7119,-90,0
160,51.5989,54.0903,0,27,120101,-78.7663,-90,0
161,51.6028,54.0943,0,27,120110,-78.8204,-90,0
162,51.6037,54.0952,0,27,120112,-78.8742,-90,0
163,51.6011,54.0925,0,27,120106,-78.9277,-90,0
164,51.5826,54.0732,0,27,120063,-78.9808,-90,0
165,51.5891,54.0799,0,27,120078,-79.0336,-90,0
166,51.5869,54.0777,0,27,120073,-79.0861,-90,0
167,51.5865,54.0772,0,27,120072,-79.1383,-90,0
168,51.574,54.0642,0,27,120043,-79.1901,-90,0
169,51.562,54.0516,0,27,120015,-79.2417,-90,0
170,51.5599,54.0493,0,27,120010,-79.2929,-90,0
171,51.5547,54.0439,0,27,119998,-79.3439,-90,0
172,51.5448,54.0335,0,27,119975,-79.3945,-90,0
173,51.5409,54.0295,0,27,119966,-79.4448,-90,0
174,51.5315,54.0196,0,27,119944,-79.4949,-90,0
175,51.5246,54.0124,0,27,119928,-79.5447,-90,0
176,51.5152,54.0025,0,27,119906,-79.5942,-90,0
177,51.5074,53.9944,0,27,119888,-79.6434,-90,0
178,51.4967,53.9831,0,27,119863,-79.6923,-90,0
179,51.4937,53.9799,0,27,119856,-79.741,-90,0
180,51.4885,53.9745,0,27,119844,-79.7894,-90,0
181,51.4752,53.9606,0,27,119813,-79.8375,-90,0
182,51.4666,53.9516,0,27,119793,-79.8854,-90,0
183,51.4666,53.9516,0,27,119793,-79.9329,-90,0
184,51.4529,53.9372,0,27,119761,-79.9803,-90,0
185,51.4224,53.9052,0,27,119690,-80.0274,-90,0
186,51.3755,53.8561,0,27,119581,-80.0742,-90,0
187,51.3416,53.8205,0,27,119502,-80.1208,-90,0
188,51.3193,53.7971,0,27,119450,-80.1671,-90,0
189,51.2797,53.7557,0,27,119358,-80.2132,-90,0
190,51.2505,53.7251,0,27,119290,-80.259,-90,0
191,51.2192,53.6922,0,27,119217,-80.3046,-90,0
192,51.1912,53.6629,0,27,119152,-80.35,-90,0
193,51.1547,53.6246,0,27,119067,-80.3951,-90,0
194,51.1311,53.5999,0,27,119012,-80.44,-90,0
195,51.0267,53.4904,0,27,118769,-80.4846,-90,0
196,50.9081,53.3661,0,27,118493,-80.529,-90,0
197,50.7637,53.2148,0,27,118157,-80.5733,-90,0
198,50.6551,53.1008,0,27,117904,-80.6172,-90,0
199,50.5184,52.9576,0,27,117586,-80.661,-90,0
200,50.4029,52.8365,0,27,117317,-80.7045,-90,0
201,50.2886,52.7167,0,27,117051,-80.7478,-90,0
202,50.112,52.5316,0,27,116640,-80.791,-90,0
203,49.9947,52.4086,0,27,116367,-80.8338,-90,0
204,49.8834,52.292,0,27,116108,-80.8765,-90,0
205,49.7808,52.1843,0,27,115869,-80.919,-90,0
206,49.5462,51.9384,0,27,115323,-80.9613,-90,0
207,49.1415,51.5142,0,27,114381,-81.0033,-90,0
208,48.7217,51.0742,0,27,113404,-81.0452,-90,0
209,48.2646,50.595,0,27,112340,-81.0869,-90,0
210,47.8363,50.146,0,27,111343,-81.1283,-90,0
211,47.398,49.6866,0,27,110323,-81.1696,-90,0
212,46.9336,49.1997,0,27,109242,-81.2106,-90,0
213,46.4021,48.6426,0,27,108005,-81.2515,-90,0
214,45.9566,48.1756,0,27,106968,-81.2922,-90,0
215,45.5377,47.7365,0,27,105993,-81.3327,-90,0
216,45.0518,47.2271,0,27,104862,-81.373,-90,0
217,44.562,46.7137,0,27,103722,-81.4131,-90,0
218,44.1681,46.3007,0,27,102805,-81.4531,-90,0
219,43.0033,45.0798,0,27,100094,-81.4928,-90,0
220,41.7145,43.7287,0,27,97094,-81.5324,-90,0
221,40.4415,42.3942,0,27,94131,-81.5718,-90,0
222,38.9257,40.8054,0,27,90603,-81.611,-90,0
223,38.9236,40.8031,0,27,90598,-81.65,-90,0
224,38.9257,40.8054,0,27,90603,-81.6889,-90,0
225,38.9068,40.7855,0,27,90559,-81.7276,-90,0
226,38.909,40.7878,0,27,90564,-81.7661,-90,0
227,38.9064,40.7851,0,27,90558,-81.8044,-90,0
228,38.9021,40.7806,0,27,90548,-81.8426,-90,0
229,38.8995,40.7779,0,27,90542,-81.8806,-90,0
230,38.9073,40.786,0,27,90560,-81.9185,-90,0
231,38.9021,40.7806,0,27,90548,-81.9562,-90,0
232,38.8944,40.7725,0,27,90530,-81.9937,-90,0
233,0,0,0,27,0,nan,0,0
